Date,High,Low,Open,Close,Volume,Adj Close
2021-01-01,1.3690004348754883,1.3666000366210938,1.3690004348754883,1.3673007488250732,0,1.3673007488250732
2021-01-04,1.3703792095184326,1.3549033403396606,1.3682698011398315,1.3684196472167969,0,1.3684196472167969
2021-01-05,1.3625833988189697,1.3555645942687988,1.3572940826416016,1.3571596145629883,0,1.3571596145629883
2021-01-06,1.3669792413711548,1.3542977571487427,1.36263906955719,1.3629549741744995,0,1.3629549741744995
2021-01-07,1.3633822202682495,1.354132890701294,1.362230896949768,1.3625277280807495,0,1.3625277280807495
2021-01-08,1.3631778955459595,1.3540412187576294,1.356815218925476,1.3569625616073608,0,1.3569625616073608
2021-01-11,1.3529785871505737,1.3454241752624512,1.3521004915237427,1.3516253232955933,0,1.3516253232955933
2021-01-12,1.3635681867599487,1.3507671356201172,1.3525760173797607,1.3524113893508911,0,1.3524113893508911
2021-01-13,1.3699944019317627,1.3622493743896484,1.3668895959854126,1.3670539855957031,0,1.3670539855957031
2021-01-14,1.3693190813064575,1.3617299795150757,1.3647218942642212,1.364926815032959,0,1.364926815032959
2021-01-15,1.3697879314422607,1.3574045896530151,1.3683634996414185,1.3683634996414185,0,1.3683634996414185
2021-01-18,1.358991026878357,1.3521004915237427,1.3574230670928955,1.357533574104309,0,1.357533574104309
2021-01-19,1.3627877235412598,1.3582526445388794,1.3582526445388794,1.3581236600875854,0,1.3581236600875854
2021-01-20,1.3714599609375,1.362416386604309,1.364498496055603,1.3644241094589233,0,1.3644241094589233
2021-01-21,1.374532699584961,1.3660643100738525,1.3666616678237915,1.3668484687805176,0,1.3668484687805176
2021-01-22,1.3737396001815796,1.363716959953308,1.3730417490005493,1.3729474544525146,0,1.3729474544525146
2021-01-25,1.3722879886627197,1.3651131391525269,1.368719220161438,1.3688204288482666,0,1.3688204288482666
2021-01-26,1.3744193315505981,1.36104416847229,1.3675587177276611,1.3678992986679077,0,1.3678992986679077
2021-01-27,1.3759889602661133,1.3662322759628296,1.3741737604141235,1.374154806137085,0,1.374154806137085
2021-01-28,1.3732680082321167,1.3631592988967896,1.367353081703186,1.3669419288635254,0,1.3669419288635254
2021-01-29,1.375118613243103,1.365877628326416,1.3726459741592407,1.3725008964538574,0,1.3725008964538574
2021-02-01,1.3756861686706543,1.3658030033111572,1.3698067665100098,1.3697690963745117,0,1.3697690963745117
2021-02-02,1.3709522485733032,1.3613591194152832,1.3675587177276611,1.3678767681121826,0,1.3678767681121826
2021-02-03,1.3682323694229126,1.3621008396148682,1.3662135601043701,1.3659336566925049,0,1.3659336566925049
2021-02-04,1.3698630332946777,1.3571467399597168,1.3650386333465576,1.364908218383789,0,1.364908218383789
2021-02-05,1.3740037679672241,1.3667550086975098,1.3672783374786377,1.3676148653030396,0,1.3676148653030396
2021-02-08,1.374986171722412,1.368251085281372,1.3739283084869385,1.3738716840744019,0,1.3738716840744019
2021-02-09,1.3798813819885254,1.3743815422058105,1.374570369720459,1.374570369720459,0,1.374570369720459
2021-02-10,1.386599063873291,1.3804528713226318,1.3816543817520142,1.3817994594573975,0,1.3817994594573975
2021-02-11,1.3856172561645508,1.3810819387435913,1.3832405805587769,1.3832597732543945,0,1.3832597732543945
2021-02-12,1.3856749534606934,1.377695083618164,1.3811010122299194,1.381024718284607,0,1.381024718284607
2021-02-15,1.3919705152511597,1.3866894245147705,1.3871549367904663,1.3871549367904663,0,1.3871549367904663
2021-02-16,1.395147681236267,1.3870587348937988,1.3913624286651611,1.3914785385131836,0,1.3914785385131836
2021-02-17,1.390259861946106,1.3831450939178467,1.3886381387710571,1.388811707496643,0,1.388811707496643
2021-02-18,1.3984448909759521,1.384063959121704,1.3865971565246582,1.3866355419158936,0,1.3866355419158936
2021-02-19,1.4035087823867798,1.395206093788147,1.3968042135238647,1.3967455625534058,0,1.3967455625534058
2021-02-22,1.4075981378555298,1.3981516361236572,1.402760624885559,1.403114914894104,0,1.403114914894104
2021-02-23,1.4114724397659302,1.4057382345199585,1.4070239067077637,1.4071228504180908,0,1.4071228504180908
2021-02-24,1.4217066764831543,1.4087086915969849,1.4120903015136719,1.412030577659607,0,1.412030577659607
2021-02-25,1.4182183742523193,1.4100593328475952,1.4145472049713135,1.4148274660110474,0,1.4148274660110474
2021-02-26,1.4020133018493652,1.3890818357467651,1.4005405902862549,1.4008152484893799,0,1.4008152484893799
2021-03-01,1.3999720811843872,1.3905692100524902,1.3976240158081055,1.3972529172897339,0,1.3972529172897339
2021-03-02,1.39621901512146,1.3859821557998657,1.3928741216659546,1.3929517269134521,0,1.3929517269134521
2021-03-03,1.4003249406814575,1.3922922611236572,1.39547860622406,1.3954981565475464,0,1.3954981565475464
2021-03-04,1.4011095762252808,1.391788363456726,1.3923697471618652,1.3926994800567627,0,1.3926994800567627
2021-03-05,1.3905304670333862,1.3781697750091553,1.389506459236145,1.3894098997116089,0,1.3894098997116089
2021-03-08,1.3859994411468506,1.3802813291549683,1.3848114013671875,1.385367751121521,0,1.385367751121521
2021-03-09,1.3921177387237549,1.380338430404663,1.3824374675750732,1.3823610544204712,0,1.3823610544204712
2021-03-10,1.393417477607727,1.3846771717071533,1.388709545135498,1.3890432119369507,0,1.3890432119369507
2021-03-11,1.3980538845062256,1.3921760320663452,1.3931301832199097,1.3931456804275513,0,1.3931456804275513
2021-03-12,1.400403380393982,1.3867894411087036,1.398640513420105,1.3989927768707275,0,1.3989927768707275
2021-03-15,1.3948947191238403,1.3854252099990845,1.3930875062942505,1.3929517269134521,0,1.3929517269134521
2021-03-16,1.3901245594024658,1.3811391592025757,1.3900278806686401,1.3899120092391968,0,1.3899120092391968
2021-03-17,1.3926994800567627,1.386885643005371,1.3902791738510132,1.3902212381362915,0,1.3902212381362915
2021-03-18,1.400050401687622,1.3898347616195679,1.3973115682601929,1.3975849151611328,0,1.3975849151611328
2021-03-19,1.3956539630889893,1.3832789659500122,1.392311692237854,1.3925055265426636,0,1.3925055265426636
2021-03-22,1.387520670890808,1.3818835020065308,1.3834894895553589,1.3832597732543945,0,1.3832597732543945
2021-03-23,1.3863087892532349,1.375591516494751,1.386020541191101,1.3862512111663818,0,1.3862512111663818
2021-03-24,1.3742493391036987,1.3674839735031128,1.3736263513565063,1.3730417490005493,0,1.3730417490005493
2021-03-25,1.3739094734191895,1.3670727014541626,1.3690191507339478,1.3688879013061523,0,1.3688879013061523
2021-03-26,1.3809865713119507,1.374343752861023,1.374778389930725,1.374910593032837,0,1.374910593032837
2021-03-28,1.3846579790115356,1.375723958015442,1.3789299726486206,1.3791011571884155,0,1.3791011571884155
2021-03-29,1.3783597946166992,1.3708207607269287,1.377467393875122,1.3775053024291992,0,1.3775053024291992
2021-03-30,1.381024718284607,1.3718174695968628,1.3747594356536865,1.3746649026870728,0,1.3746649026870728
2021-03-31,1.3837000131607056,1.3749295473098755,1.3788729906082153,1.3786258697509766,0,1.3786258697509766
2021-04-01,1.3854252099990845,1.3814444541931152,1.383508563041687,1.383508563041687,0,1.383508563041687
2021-04-04,1.3913817405700684,1.381425380706787,1.3829728364944458,1.383125901222229,0,1.383125901222229
2021-04-05,1.3919821977615356,1.3819408416748047,1.3913236856460571,1.3914011716842651,0,1.3914011716842651
2021-04-06,1.3839681148529053,1.3730227947235107,1.383068561553955,1.383125901222229,0,1.383125901222229
2021-04-07,1.3783597946166992,1.372043251991272,1.3740227222442627,1.3743815422058105,0,1.3743815422058105
2021-04-08,1.3753266334533691,1.3671848773956299,1.3736263513565063,1.373437762260437,0,1.373437762260437
2021-04-11,1.3777141571044922,1.3670539855957031,1.3708583116531372,1.3712154626846313,0,1.3712154626846313
2021-04-12,1.376900315284729,1.3702759742736816,1.375421166419983,1.3753834962844849,0,1.3753834962844849
2021-04-13,1.38089120388031,1.3750618696212769,1.3762730360031128,1.3759700059890747,0,1.3759700059890747
2021-04-14,1.38089120388031,1.3762730360031128,1.377790093421936,1.3779228925704956,0,1.3779228925704956
2021-04-15,1.3827624320983887,1.3718926906585693,1.3784737586975098,1.3785498142242432,0,1.3785498142242432
2021-04-18,1.39918851852417,1.381043791770935,1.3819408416748047,1.3818453550338745,0,1.3818453550338745
2021-04-19,1.4009525775909424,1.3935922384262085,1.3992079496383667,1.3993842601776123,0,1.3993842601776123
2021-04-20,1.3948947191238403,1.3886960744857788,1.393728256225586,1.3938837051391602,0,1.3938837051391602
2021-04-21,1.3950893878936768,1.3828580379486084,1.3932796716690063,1.3931845426559448,0,1.3931845426559448
2021-04-22,1.3896608352661133,1.3837192058563232,1.3844088315963745,1.3840255737304688,0,1.3840255737304688
2021-04-25,1.3929322957992554,1.3866740465164185,1.3867125511169434,1.3866355419158936,0,1.3866355419158936
2021-04-26,1.392350435256958,1.3859437704086304,1.3894678354263306,1.3895643949508667,0,1.3895643949508667
2021-04-27,1.392195463180542,1.3862512111663818,1.3903005123138428,1.390356421470642,0,1.390356421470642
2021-04-28,1.3975849151611328,1.393301010131836,1.395673394203186,1.395673394203186,0,1.395673394203186
2021-04-29,1.395868182182312,1.381024718284607,1.3950504064559937,1.3952839374542236,0,1.3952839374542236
2021-05-02,1.3931069374084473,1.380548119544983,1.381921648979187,1.3819791078567505,0,1.3819791078567505
2021-05-03,1.390627145767212,1.384063959121704,1.390395164489746,1.3903758525848389,0,1.3903758525848389
2021-05-04,1.392641305923462,1.3877902030944824,1.3888696432113647,1.388811707496643,0,1.388811707496643
2021-05-05,1.3938252925872803,1.3866548538208008,1.3912463188171387,1.3909753561019897,0,1.3909753561019897
2021-05-06,1.4000699520111084,1.389197587966919,1.3896416425704956,1.389854073524475,0,1.389854073524475
2021-05-09,1.4157688617706299,1.401581048965454,1.4037491083145142,1.4041197299957275,0,1.4041197299957275
2021-05-10,1.4157888889312744,1.4106560945510864,1.4132277965545654,1.4131278991699219,0,1.4131278991699219
2021-05-11,1.4150274991989136,1.4078360795974731,1.4137272834777832,1.4138271808624268,0,1.4138271808624268
2021-05-12,1.4079351425170898,1.4007956981658936,1.4060347080230713,1.4063708782196045,0,1.4063708782196045
2021-05-13,1.4110342264175415,1.4037057161331177,1.4046916961669922,1.4050863981246948,0,1.4050863981246948
2021-05-16,1.4128285646438599,1.407855749130249,1.4099997282028198,1.4101786613464355,0,1.4101786613464355
2021-05-17,1.4220503568649292,1.4146872758865356,1.414847493171692,1.4148674011230469,0,1.4148674011230469
2021-05-18,1.4202003479003906,1.413407564163208,1.4190032482147217,1.41880202293396,0,1.41880202293396
2021-05-19,1.418138027191162,1.4103178977966309,1.4107954502105713,1.4106162786483765,0,1.4106162786483765
2021-05-20,1.423345685005188,1.4154281616210938,1.4186811447143555,1.4185603857040405,0,1.4185603857040405
2021-05-23,1.4171332120895386,1.411851167678833,1.414027214050293,1.4142870903015137,0,1.4142870903015137
2021-05-24,1.4210398197174072,1.4117714166641235,1.4156886339187622,1.415608525276184,0,1.415608525276184
2021-05-25,1.417635440826416,1.411930799484253,1.4143270254135132,1.4143872261047363,0,1.4143872261047363
2021-05-26,1.4194867610931396,1.4092248678207397,1.4113130569458008,1.4116119146347046,0,1.4116119146347046
2021-05-27,1.420656442642212,1.4137072563171387,1.420353651046753,1.4203739166259766,0,1.4203739166259766
2021-05-30,1.4216864109039307,1.4165911674499512,1.4182385206222534,1.4180374145507812,0,1.4180374145507812
2021-05-31,1.4247246980667114,1.4155683517456055,1.4227584600448608,1.4226775169372559,0,1.4226775169372559
2021-06-01,1.4184397459030151,1.4115123748779297,1.4156686067581177,1.4157087802886963,0,1.4157087802886963
2021-06-02,1.4201923608779907,1.4093042612075806,1.4172135591506958,1.4171934127807617,0,1.4171934127807617
2021-06-03,1.420051097869873,1.4085994958877563,1.4110342264175415,1.4109944105148315,0,1.4109944105148315
2021-06-06,1.418399453163147,1.4112334251403809,1.4161899089813232,1.4164307117462158,0,1.4164307117462158
2021-06-07,1.4186408519744873,1.4123696088790894,1.4176493883132935,1.41765558719635,0,1.41765558719635
2021-06-08,1.4188421964645386,1.4115720987319946,1.4148274660110474,1.414987564086914,0,1.414987564086914
2021-06-09,1.4170527458190918,1.407558560371399,1.411113977432251,1.4112334251403809,0,1.4112334251403809
2021-06-10,1.4186408519744873,1.410636305809021,1.4171130657196045,1.4170126914978027,0,1.4170126914978027
2021-06-13,1.4124293327331543,1.4071624279022217,1.412030577659607,1.411930799484253,0,1.411930799484253
2021-06-14,1.4128483533859253,1.4036861658096313,1.4110342264175415,1.4109944105148315,0,1.4109944105148315
2021-06-15,1.4132277965545654,1.4076972007751465,1.4083118438720703,1.4081531763076782,0,1.4081531763076782
2021-06-16,1.4009525775909424,1.3912075757980347,1.39834725856781,1.3990709781646729,0,1.3990709781646729
2021-06-17,1.3945056200027466,1.379710078239441,1.3939030170440674,1.3938642740249634,0,1.3938642740249634
2021-06-20,1.3919821977615356,1.378720760345459,1.3816543817520142,1.381711721420288,0,1.381711721420288
2021-06-21,1.393048644065857,1.386328101158142,1.392311692237854,1.392540454864502,0,1.392540454864502
2021-06-22,1.4001679420471191,1.3924860954284668,1.394875168800354,1.3949919939041138,0,1.3949919939041138
2021-06-23,1.3986600637435913,1.3891589641571045,1.3968236446380615,1.3967455625534058,0,1.3967455625534058
2021-06-24,1.393728256225586,1.3892168998718262,1.391788363456726,1.3916915655136108,0,1.3916915655136108
2021-06-27,1.3939224481582642,1.3876746892929077,1.3896995782852173,1.389506459236145,0,1.389506459236145
2021-06-28,1.388117790222168,1.3815971612930298,1.3879250288009644,1.3879058361053467,0,1.3879058361053467
2021-06-29,1.3871549367904663,1.3805290460586548,1.3841787576675415,1.3842746019363403,0,1.3842746019363403
2021-06-30,1.383317232131958,1.3763866424560547,1.3827624320983887,1.3829153776168823,0,1.3829153776168823
2021-07-01,1.3797670602798462,1.3738716840744019,1.3759700059890747,1.3759511709213257,0,1.3759511709213257
2021-07-04,1.3863856792449951,1.381921648979187,1.3829345703125,1.383125901222229,0,1.383125901222229
2021-07-05,1.389854073524475,1.3789869546890259,1.3853293657302856,1.3856172561645508,0,1.3856172561645508
2021-07-06,1.3840504884719849,1.3757429122924805,1.3800908327102661,1.3805670738220215,0,1.3805670738220215
2021-07-07,1.3802813291549683,1.3742493391036987,1.3799575567245483,1.3801099061965942,0,1.3801099061965942
2021-07-08,1.3877323865890503,1.376045823097229,1.3793102502822876,1.3790820837020874,0,1.3790820837020874
2021-07-11,1.3910139799118042,1.3840447664260864,1.389854073524475,1.3899506330490112,0,1.3899506330490112
2021-07-12,1.390627145767212,1.380167007446289,1.3889660835266113,1.3886960744857788,0,1.3886960744857788
2021-07-13,1.3891011476516724,1.380243182182312,1.3804336786270142,1.3806052207946777,0,1.3806052207946777
2021-07-14,1.389757513999939,1.3814061880111694,1.3857133388519287,1.385809302330017,0,1.385809302330017
2021-07-15,1.3861935138702393,1.377429485321045,1.3829728364944458,1.3829728364944458,0,1.3829728364944458
2021-07-18,1.3762919902801514,1.3665682077407837,1.3762162923812866,1.3763866424560547,0,1.3763866424560547
2021-07-19,1.3688691854476929,1.357367753982544,1.366867184638977,1.3669979572296143,0,1.3669979572296143
2021-07-20,1.3694878816604614,1.359194278717041,1.3634566068649292,1.3633265495300293,0,1.3633265495300293
2021-07-21,1.3787587881088257,1.3693002462387085,1.371260643005371,1.3714035749435425,0,1.3714035749435425
2021-07-22,1.3780938386917114,1.372118592262268,1.3774104118347168,1.377389669418335,0,1.377389669418335
2021-07-25,1.3832980394363403,1.3737962245941162,1.375723958015442,1.3757808208465576,0,1.3757808208465576
2021-07-26,1.3892748355865479,1.3768035173416138,1.3825522661209106,1.3829153776168823,0,1.3829153776168823
2021-07-27,1.3896608352661133,1.384638786315918,1.3886767625808716,1.3882719278335571,0,1.3882719278335571
2021-07-28,1.3982102870941162,1.3899892568588257,1.3908206224441528,1.3906852006912231,0,1.3906852006912231
2021-07-29,1.3984057903289795,1.3897188901901245,1.3964334726333618,1.3964334726333618,0,1.3964334726333618
2021-08-01,1.3933398723602295,1.3885031938552856,1.3896608352661133,1.3896223306655884,0,1.3896223306655884
2021-08-02,1.3940001726150513,1.3885996341705322,1.3891011476516724,1.3892748355865479,0,1.3892748355865479
2021-08-03,1.3956929445266724,1.390143871307373,1.3915947675704956,1.391788363456726,0,1.391788363456726
2021-08-04,1.3947584629058838,1.387597680091858,1.3890239000320435,1.3890432119369507,0,1.3890432119369507
2021-08-05,1.3933204412460327,1.3862512111663818,1.3927770853042603,1.3927576541900635,0,1.3927576541900635
2021-08-08,1.3893519639968872,1.3846579790115356,1.386770248413086,1.3868471384048462,0,1.3868471384048462
2021-08-09,1.3870587348937988,1.383374571800232,1.3848496675491333,1.3849073648452759,0,1.3849073648452759
2021-08-10,1.3872126340866089,1.3805290460586548,1.3837000131607056,1.3836042881011963,0,1.3836042881011963
2021-08-11,1.3878093957901,1.3823610544204712,1.3868471384048462,1.3866932392120361,0,1.3866932392120361
2021-08-12,1.386212706565857,1.3793102502822876,1.3811582326889038,1.3811582326889038,0,1.3811582326889038
2021-08-15,1.387424349784851,1.3829728364944458,1.3866355419158936,1.3863856792449951,0,1.3863856792449951
2021-08-16,1.3842746019363403,1.3736640214920044,1.3842746019363403,1.3842746019363403,0,1.3842746019363403
2021-08-17,1.3770312070846558,1.3733999729156494,1.3740037679672241,1.3740416765213013,0,1.3740416765213013
2021-08-18,1.374967336654663,1.365411400794983,1.3744381666183472,1.3743815422058105,0,1.3743815422058105
2021-08-19,1.364256501197815,1.3603591918945312,1.3631778955459595,1.3630849123001099,0,1.3630849123001099
2021-08-23,1.3732490539550781,1.3617299795150757,1.3622864484786987,1.3729474544525146,0,1.3729474544525146
